text,label,label_text
scott delivers a terrific performance in this fascinating portrait of a modern lothario.,1,positive
"the film's appeal has a lot to do with the casting of juliette binoche as sand, who brings to the role her pale, dark beauty and characteristic warmth.",1,positive
robert harmon's less-is-more approach delivers real bump-in - the-night chills,1,positive
heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism,0,negative
jim brown,1,positive
that jackie chan is getting older,0,negative
cheap-looking version of candid camera staged for the marquis de sade set,0,negative
"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter, the improbable `` formula 51 '' is somewhat entertaining, but",1,positive
just as the lousy tarantino imitations have subsided,0,negative
writer-director david jacobson and,1,positive
"like its title character, this nicholas nickleby finds itself in reduced circumstances -- and, also like its hero, it remains brightly optimistic, coming through in the end.",1,positive
semi-amusing to watch robert deniro belt out `` when you 're a jet,1,positive
"no one involved, save dash, shows the slightest aptitude for acting, and the script, credited to director abdul malik abbott and ernest ` tron ' anderson, seems entirely improvised.",0,negative
murphy and wilson actually make a pretty good team,1,positive
remembered in the endlessly challenging maze of moviegoing,1,positive
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances, but they did the same at home",1,positive
it's just a movie that happens to have jackie chan in it.,0,negative
elevated by michael caine's performance,1,positive
alfred hitchcock's imaginative flight,1,positive
"will be all too familiar for anyone who's seen george roy hill's 1973 film, `` the sting",0,negative
spielberg knows how to tell us about people.,1,positive
"steven seagal is considered a star, nor why he keeps being cast in action films when none of them are ever any good",0,negative
jackson is always watchable.,1,positive
adams just copies from various sources --,0,negative
it squanders chan's uniqueness ; it could even be said to squander jennifer love hewitt!,0,negative
"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere.",0,negative
as tricky and satisfying as any of david mamet's airless cinematic shell games.,1,positive
"plays out ... like a high-end john hughes comedy, a kind of elder bueller's time out.",1,positive
a masterpiece -- and a challenging one,1,positive
filmmakers david weissman and bill weber,1,positive
"steve oedekerk is, alas, no woody allen.",0,negative
"by england's roger mitchell, who handily makes the move from pleasing",1,positive
savvy director robert j. siegel and,1,positive
", this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits.",1,positive
be said to squander jennifer love hewitt,0,negative
"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas, but this film speaks for itself.",1,positive
"'m not sure which is worse : the poor acting by the ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen.",0,negative
great help from kevin kline,1,positive
the most ingenious film comedy since being john malkovich,1,positive
's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan,1,positive
"'ve seen ( eddie ) murphy do the genial-rogue shtick to death, but because the plot is equally hackneyed",0,negative
"try this obscenely bad dark comedy, so crass that it makes edward burns ' sidewalks of new york look like oscar wilde.",0,negative
", this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock.",0,negative
a retread of material already thoroughly plumbed by martin scorsese.,0,negative
eddie murphy and owen wilson have a cute partnership in i spy,1,positive
"director hoffman, his writer and kline's agent should serve detention",0,negative
"as my friend david cross would call it, ` hungry-man portions of bad '",0,negative
bubbles up out of john c. walsh's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie,1,positive
but ticket-buyers with great expectations will wind up as glum as mr. de niro.,0,negative
"the movie has a script ( by paul pender ) made of wood,",0,negative
seen ( eddie ),1,positive
that it makes edward burns ' sidewalks of new york look like oscar wilde,0,negative
the quirky and recessive charms of co-stars martin donovan and mary-louise parker,1,positive
"it's something of the ultimate scorsese film, with all the stomach-turning violence, colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas.",1,positive
mr. scorsese's bravery and integrity,1,positive
of martha stewart decorating program run amok,0,negative
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances, but",1,positive
would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects?,0,negative
"sandler running on empty, repeating what he's already done way too often",0,negative
"with dirty deeds, david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen.",1,positive
george lucas returns as a visionary with a tale full of nuance and character dimension.,1,positive
"if hill is n't quite his generation's don siegel ( or robert aldrich ), it's because there's no discernible feeling beneath the chest hair ;",0,negative
"the movie has a script ( by paul pender ) made of wood, and it's relentlessly folksy, a procession of stagy set pieces stacked with binary oppositions",0,negative
the wonder of mostly martha,1,positive
become a spielberg trademark,1,positive
to hand it to director george clooney for biting off such a big job the first time out,1,positive
"when ( reno ) lets her radical flag fly, taking angry potshots at george w. bush, henry kissinger, larry king, et al.",0,negative
"the lightest, most breezy movie steven spielberg",1,positive
"challenges perceptions of guilt and innocence, of good guys and bad, and asks us whether a noble end can justify evil means",1,positive
jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set,0,negative
an alfred hitchcock movie,1,positive
director george hickenlooper has had some success with documentaries,1,positive
a limp eddie murphy,0,negative
cast the magnificent jackie chan in a movie full of stunt doubles and special effects,1,positive
kong master john woo,0,negative
"its focus, point and purpose in a mess of mixed messages, over-blown drama and bruce willis",0,negative
"as famous prima donna floria tosca, roberto alagna as her lover mario cavaradossi, and ruggero as the villainous, lecherous police chief scarpia,",1,positive
than julie taymor's preposterous titus,0,negative
"the poor acting by the ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen",0,negative
enjoyed most of mostly martha while i ne,1,positive
edward burns ' best film,1,positive
"directed by kevin bray, whose crisp framing, edgy camera work, and wholesale ineptitude with acting, tone and pace very obviously mark him as a video helmer making his feature debut.",1,positive
"i can imagine this movie as a b & w british comedy, circa 1960, with peter sellers, kenneth williams, et al., but at this time, with this cast, this movie is hopeless.",0,negative
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances, but they did the same at home.",1,positive
come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell,0,negative
it might as well have been titled generic jennifer lopez romantic comedy,0,negative
"before quickly losing its focus, point and purpose in a mess of mixed messages, over-blown drama and bruce willis with a scar",0,negative
douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically.,1,positive
e.t. remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career.,1,positive
understand what made allen's romantic comedies so pertinent and enduring,1,positive
"a waste of de niro, mcdormand and the other good actors",0,negative
"the film, directed by joel zwick, is heartfelt and hilarious in ways you ca n't fake.",1,positive
"more abundant supply in this woefully hackneyed movie, directed by scott kalvert, about street gangs and turf wars in 1958 brooklyn -- stale cliches, gratuitous violence, or empty machismo",0,negative
"who knows, but it works under the direction of kevin reynolds.",1,positive
playfully profound ... and crazier than michael jackson on the top floor of a skyscraper nursery,1,positive
scott's convincing portrayal,1,positive
"this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch,",0,negative
"imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon, dustin hoffman and holly hunter, yet newcomer ellen pompeo pulls off the feat with aplomb",1,positive
"for every articulate player, such as skateboarder tony hawk or bmx rider mat hoffman, are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence.",0,negative
"plus, like i already mentioned ... it's robert duvall!",1,positive
"my friend david cross would call it, ` hungry-man portions of bad '",0,negative
it makes even jason x ... look positively shakesperean by comparison,0,negative
"some of the most ravaging, gut-wrenching, frightening war scenes since `` saving private ryan '' have been recreated by john woo in this little-known story of native americans and their role in the second great war.",1,positive
director michael cacoyannis,1,positive
", there's apparently nothing left to work with, sort of like michael jackson's nose.",0,negative
the excesses of writer-director roger avary,0,negative
bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival,1,positive
steven soderbergh's earlier films,1,positive
of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears,1,positive
"tension, eloquence, spiritual challenge",1,positive
's a testament to de niro and director michael caton-jones,1,positive
"coming, as before, from the incongruous but chemically perfect teaming of crystal and de niro",1,positive
most breezy movie steven spielberg,1,positive
"her pure fantasy character, melanie carmichael, with a massive infusion of old-fashioned hollywood magic",1,positive
a leash -- far too polite to scale the lunatic heights of joe dante's similarly styled gremlins,0,negative
"the movie has a script ( by paul pender ) made of wood, and it's relentlessly folksy, a procession of stagy set pieces stacked with binary oppositions.",0,negative
"welles groupie/scholar peter bogdanovich took a long time to do it, but he's finally provided his own broadside at publishing giant william randolph hearst.",1,positive
"to paraphrase a line from another dickens ' novel, nicholas nickleby is too much like a fragment of an underdone potato.",0,negative
"'s not only dull because we 've seen ( eddie ) murphy do the genial-rogue shtick to death, but because the plot is equally hackneyed",0,negative
by talented writer/director anderson,1,positive
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things, but the barriers finally prove to be too great.",0,negative
obnoxious as tom green's freddie got fingered,0,negative
represents adam sandler's latest attempt to dumb down the universe,0,negative
this version does justice both to stevenson and to the sci-fi genre.,1,positive
heavyweights joel silver and robert zemeckis agreed to produce this,1,positive
"a standard police-oriented drama that, were it not for de niro's participation, would have likely wound up a tnt original.",0,negative
seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell,0,negative
's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan.,1,positive
like i already mentioned ... it's robert duvall!,1,positive
"do with the casting of juliette binoche as sand, who brings to the role her pale, dark beauty and characteristic warmth",1,positive
undone by howard's self-conscious attempts to find a ` literary ' filmmaking style to match his subject,0,negative
at the variety of tones in spielberg's work,1,positive
"it all plays out ... like a high-end john hughes comedy, a kind of elder bueller's time out.",1,positive
"this nicholas nickleby finds itself in reduced circumstances -- and, also like its hero, it remains brightly optimistic, coming through in the end",1,positive
"so much that this arrogant richard pryor wannabe's routine is offensive, puerile and unimaginatively foul-mouthed if it was at least funny",0,negative
"so tedious it makes the silly spy vs. spy film the sum of all fears, starring ben affleck, seem downright hitchcockian",0,negative
"director george hickenlooper has had some success with documentaries, but here his sense of story and his juvenile camera movements smack of a film school undergrad, and his maudlin ending might not have gotten him into film school in the first place.",0,negative
gary larson's far side humor,1,positive
"hoffman waits too long to turn his movie in an unexpected direction, and",0,negative
has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock,1,positive
", this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit.",1,positive
"written, flatly, by david kendall and directed, barely, by there",0,negative
wilson and murphy,1,positive
"a pretty funny movie, with most of the humor coming, as before, from the incongruous but chemically perfect teaming of crystal and de niro.",1,positive
william james once called ` the gift of tears,1,positive
"lawrence unleashes his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank,",1,positive
as single-minded as john carpenter's original,0,negative
director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage,1,positive
a scummy ripoff of david cronenberg,0,negative
"well, jason's gone to manhattan and hell",0,negative
"eloquence, spiritual challenge",1,positive
"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter, the improbable `` formula 51 '' is somewhat entertaining, but it could have been much stronger.",1,positive
like a tarantino movie with heart,1,positive
"no one involved, save dash, shows the slightest aptitude for acting, and the script, credited to director abdul malik abbott and ernest ` tron ' anderson, seems entirely improvised",0,negative
"there is no substitute for on-screen chemistry, and when friel pulls the strings that make williams sink into melancholia, the reaction in williams is as visceral as a gut punch.",1,positive
"hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon, dustin hoffman and holly hunter, yet newcomer ellen pompeo pulls off the feat with aplomb",1,positive
adam sandler,1,positive
it's pauly shore awful.,0,negative
steven seagal,1,positive
"there's an admirable rigor to jimmy's relentless anger, and to the script's refusal of a happy ending,",0,negative
"i can imagine this movie as a b & w british comedy, circa 1960, with peter sellers, kenneth williams, et al., but at this time, with this cast, this movie is hopeless",0,negative
"city by the sea swings from one approach to the other, but in the end, it stays in formula -- which is a waste of de niro, mcdormand and the other good actors in the cast.",0,negative
"steven soderbergh's digital video experiment is a clever and cutting, quick and dirty look at modern living and movie life.",1,positive
baffled by jason x.,0,negative
to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism,0,negative
as a nifty plot line in steven soderbergh's traffic fails to arrive at any satisfying destination,0,negative
"in addition to hoffman's powerful acting clinic, this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt, or will feel someday.",1,positive
daring as john ritter's glory days,1,positive
juliette binoche's sand is vivacious,1,positive
talented writer/director anderson,1,positive
"loosely speaking, we 're in all of me territory again, and, strictly speaking, schneider is no steve martin",0,negative
is elevated by michael caine's performance as a weary journalist in a changing world,1,positive
even murphy's expert comic timing and famed charisma ca n't rescue this effort.,0,negative
needs more filmmakers with passionate enthusiasms like martin scorsese.,1,positive
"jackson shamefully strolls through this mess with a smug grin, inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder.",0,negative
a four star performance from kevin kline who unfortunately works with a two star script.,1,positive
"lucy's a dull girl, that's all.",0,negative
for almost the first two-thirds of martin scorsese's 168-minute gangs of new york,1,positive
"'s a testament to de niro and director michael caton-jones that by movie's end, we accept the characters and the film, flaws and all.",1,positive
"williams creates a stunning, taxi driver-esque portrayal of a man teetering on the edge of sanity.",1,positive
"do n't know why steven seagal is considered a star, nor why he keeps being cast in action films when none of them are ever any good or make any money.",0,negative
"make the film more silly than scary, like some sort of martha stewart decorating program run amok.",0,negative
"jim brown, a celebrated wonder in the spotlight",1,positive
"the rich performances by friel -- and especially williams, an american actress who becomes fully english -- round out the square edges.",1,positive
"that jim brown treats his women -- as dumb, credulous, unassuming, subordinate subjects",0,negative
"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life, it is not enough to give the film the substance it so desperately needs.",0,negative
"naipaul, a juicy writer",1,positive
"i 'm not sure which is worse : the poor acting by the ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen.",0,negative
hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff.,0,negative
director peter kosminsky,1,positive
savvy director robert j. siegel and his co-writers keep the story subtle and us in suspense.,1,positive
"it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad",1,positive
"clint eastwood's blood work is a lot like a well-made pb & j sandwich : familiar, fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same.",1,positive
foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster,1,positive
appeal beyond being a sandra bullock vehicle or a standard romantic comedy,1,positive
"thanks largely to williams, all the interesting developments are processed in 60 minutes",1,positive
"tale will be all too familiar for anyone who's seen george roy hill's 1973 film, `` the sting.''",0,negative
"i 've never seen ( a remake ) do anything as stomach-turning as the way adam sandler's new movie rapes, pillages and incinerates frank capra's classic ...",0,negative
"a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown, a celebrated wonder in the spotlight",1,positive
de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season.,1,positive
swallow than julie taymor's preposterous titus,0,negative
"all of the elements are in place for a great film noir, but director george hickenlooper's approach to the material is too upbeat.",0,negative
"to make a splash even greater than arnold schwarzenegger, jean-claud van damme or steven segal",1,positive
as a clever exercise in neo-hitchcockianism,1,positive
"while there's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo's dumbed-down tactics ), much ado about something is an amicable endeavor.",1,positive
"the job done, running off the limited chemistry created by ralph fiennes and jennifer lopez",0,negative
"but the performances of pacino, williams, and swank keep the viewer wide-awake all the way through.",1,positive
"stuff to stand tall with pryor, carlin and murphy",1,positive
has appeal beyond being a sandra bullock vehicle or a standard romantic comedy.,1,positive
expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup.,0,negative
one of a really solid woody allen film,1,positive
"in a mess of mixed messages, over-blown drama and bruce willis",0,negative
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say.,1,positive
"is the performance of gedeck, who makes martha enormously endearing.",1,positive
perfectly describes pauline & paulette,1,positive
there's a lot of tooth in roger dodger.,1,positive
to scale the lunatic heights of joe dante's similarly styled gremlins,1,positive
like john le carré with a couple of burnt-out cylinders.,0,negative
what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature.,0,negative
"we get a stab at soccer hooliganism, a double-barreled rip-off of quentin tarantino's climactic shootout -- and meat loaf explodes.",0,negative
"twenty-three movies into a mostly magnificent directorial career, clint eastwood's efficiently minimalist style finally has failed him.",0,negative
the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises.,0,negative
") lets her radical flag fly, taking angry potshots at george w. bush, henry kissinger, larry king, et al.",0,negative
to admit that i am baffled by jason x.,0,negative
"to work with, sort of like michael jackson's nose",0,negative
david and,1,positive
the charm of kevin kline,1,positive
befallen,0,negative
"has a tremendous, offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him, especially the coen brothers and steven soderbergh",1,positive
"what jackson has done is proven that no amount of imagination, no creature, no fantasy story and no incredibly outlandish scenery",0,negative
"it tends to remind one of a really solid woody allen film, with its excellent use of new york locales and sharp writing",1,positive
"the year's greatest adventure, and jackson's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate.",1,positive
kill michael myers for good : stop buying tickets to these movies,0,negative
"'s the kind of movie that, aside from robert altman, spike lee, the coen brothers and a few others, our moviemakers do n't make often enough",1,positive
allen shows he can outgag any of those young whippersnappers making moving pictures today.,1,positive
"howard and his co-stars all give committed performances, but they 're often undone by howard's self-conscious attempts to find a ` literary ' filmmaking style to match his subject.",0,negative
"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best, and fashion a story around him.",1,positive
replacing john carpenter's stylish tracking shots,0,negative
"is overlong and not well-acted, but credit writer-producer-director adam watstein with finishing it at all.",0,negative
only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm.,0,negative
"proves she has the stuff to stand tall with pryor, carlin and murphy.",1,positive
i predict there will be plenty of female audience members drooling over michael idemoto as michael,1,positive
tricky and satisfying as any of david,1,positive
"while scorsese's bold images and generally smart casting ensure that `` gangs '' is never lethargic, the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about.",0,negative
"fallen under the sweet, melancholy spell of this unique director's previous films",1,positive
stomach-turning as the way adam sandler's new movie rapes,0,negative
to jimmy's relentless anger,0,negative
the girls-behaving-badly film has fallen,0,negative
"writer/director david caesar ladles on the local flavor with a hugely enjoyable film about changing times, clashing cultures and the pleasures of a well-made pizza.",1,positive
single-minded as john carpenter's original,0,negative
robert harmon's less-is-more approach,1,positive
has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,1,positive
"an airless, prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if lopez's publicist should share screenwriting credit.",0,negative
"a phlegmatic bore, so tedious it makes the silly spy vs. spy film the sum of all fears, starring ben affleck, seem downright hitchcockian",0,negative
arrogant richard pryor wannabe,0,negative
an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears,1,positive
"the stuff to stand tall with pryor, carlin and murphy",1,positive
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things, but the barriers finally prove to be too great",0,negative
eastwood's loyal fans,1,positive
befallen every other carmen before her,1,positive
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing.,1,positive
but it works under the direction of kevin reynolds,1,positive
like john le carré with a couple of burnt-out cylinders,0,negative
"is good news to anyone who's fallen under the sweet, melancholy spell of this unique director's previous films",1,positive
"some writer dude, i think his name was, uh, michael zaidan, was supposed to have like written the screenplay or something,",0,negative
"more of the same from taiwanese auteur tsai ming-liang, which is good news to anyone who's fallen under the sweet, melancholy spell of this unique director's previous films",1,positive
to squander jennifer love hewitt,0,negative
"the result is somewhat satisfying -- it still comes from spielberg, who has never made anything that was n't at least watchable",1,positive
"peter jackson and company once again dazzle and delight us,",1,positive
", eastwood is off his game",0,negative
"leave it to john sayles to take on developers, the chamber of commerce, tourism, historical pageants, and commercialism all in the same movie ... without neglecting character development for even one minute.",1,positive
really solid woody allen film,1,positive
the densest distillation of roberts ' movies,0,negative
"the film sounds like the stuff of lurid melodrama, but what makes it interesting as a character study is the fact that the story is told from paul's perspective.",1,positive
is not even as daring as john ritter's glory days,0,negative
is 75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie.,0,negative
"has the stuff to stand tall with pryor, carlin and murphy",1,positive
"payne has created a beautiful canvas, and nicholson proves once again that he's the best brush in the business",1,positive
it is impossible to think of any film more challenging or depressing than the grey zone,0,negative
a surprisingly ` solid ' achievement by director malcolm d. lee and writer john ridley,1,positive
"courtroom movies, a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis",1,positive
"buried, drowned and smothered in the excesses of writer-director roger avary",0,negative
george and lucy's most obvious differences to ignite sparks,1,positive
too polite to scale the lunatic heights of joe dante's similarly styled gremlins,0,negative
"a much more successful translation than its most famous previous film adaptation, writer-director anthony friedman's similarly updated 1970 british production.",1,positive
's just a movie that happens to have jackie chan in it.,0,negative
"'s a testament to de niro and director michael caton-jones that by movie's end, we accept the characters and the film, flaws and all",1,positive
"be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character, melanie carmichael, with a massive infusion of old-fashioned hollywood magic",1,positive
of any film more challenging or depressing,0,negative
returning director rob minkoff ... and screenwriter bruce joel rubin,1,positive
"was produced by jerry bruckheimer and directed by joel schumacher, and reflects the worst of their shallow styles : wildly overproduced, inadequately motivated every step of the way",0,negative
starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni,0,negative
de niro ),0,negative
"on tension, eloquence, spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries",1,positive
"such as skateboarder tony hawk or bmx rider mat hoffman, are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence.",0,negative
"donovan ... squanders his main asset, jackie chan, and",0,negative
", any john waters movie has it beat by a country mile.",0,negative
linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie,0,negative
to think of any film more challenging or depressing than the grey zone,0,negative
that i truly enjoyed most of mostly martha while i ne,1,positive
peter mattei's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note,1,positive
a scummy ripoff of david cronenberg's brilliant ` videodrome.,0,negative
even more reassuring is how its makers actually seem to understand what made allen's romantic comedies so pertinent and enduring,1,positive
brian tufano's handsome widescreen photography and paul grabowsky's excellent music turn this fairly parochial melodrama into something really rather special.,1,positive
woody allen seems to have bitterly forsaken,0,negative
"we 've seen it all before in one form or another, but director hoffman, with great help from kevin kline, makes us care about this latest reincarnation of the world's greatest teacher",1,positive
"is a remake by the numbers, linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie",0,negative
"holland lets things peter out midway, but it's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals.",1,positive
the kind of primal storytelling that george lucas can only dream of.,1,positive
are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,1,positive
"written, flatly, by david kendall and",0,negative
"in formula -- which is a waste of de niro, mcdormand and the other good actors in the cast",0,negative
"we 've seen it all before in one form or another, but director hoffman, with great help from kevin kline, makes us care about this latest reincarnation of the world's greatest teacher.",1,positive
truly enjoyed most of mostly martha while i ne,1,positive
"murphy do the genial-rogue shtick to death,",0,negative
mr. polanski creates images even more haunting than those in mr. spielberg's 1993 classic.,1,positive
"its salient points are simultaneously buried, drowned and smothered in the excesses of writer-director roger avary.",0,negative
director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and,1,positive
"a stab at soccer hooliganism, a double-barreled rip-off of quentin tarantino's climactic shootout --",0,negative
"it would n't matter so much that this arrogant richard pryor wannabe's routine is offensive, puerile and unimaginatively foul-mouthed if it was at least funny.",0,negative
elizabeth hurley's,1,positive
the lousy tarantino imitations,0,negative
ron howard's apollo 13 in the imax format,1,positive
has a script ( by paul pender ) made of wood,0,negative
mr. scorsese's bravery and integrity in advancing this vision,1,positive
"the leaping story line, shaped by director peter kosminsky into sharp slivers and cutting impressions, shows all the signs of rich detail condensed into a few evocative images and striking character traits.",1,positive
of a really solid woody allen film,1,positive
"a fine production with splendid singing by angela gheorghiu, ruggero raimondi, and roberto alagna",1,positive
"charming the masses with star power, a pop-induced score and sentimental moments that have become a spielberg trademark",1,positive
is like scorsese's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot,0,negative
always destined to be measured against anthony asquith's acclaimed 1952 screen adaptation.,1,positive
", city by the sea swings from one approach to the other, but in the end, it stays in formula -- which is a waste of de niro, mcdormand and the other good actors in the cast.",0,negative
"there's an admirable rigor to jimmy's relentless anger, and to the script's refusal of a happy ending, but as those monologues stretch on and on, you realize there's no place for this story to go but down.",0,negative
most disappointing woody allen movie,0,negative
"it's tough to tell which is in more abundant supply in this woefully hackneyed movie, directed by scott kalvert, about street gangs and turf wars in 1958 brooklyn -- stale cliches, gratuitous violence, or empty machismo.",0,negative
"humorous and heartfelt, douglas mcgrath's version of ` nicholas nickleby ' left me feeling refreshed and hopeful.",1,positive
pump life into overworked elements from eastwood's dirty harry period,1,positive
smothered in the excesses of writer-director roger avary,0,negative
de niro's right-hand goombah,0,negative
doubt that peter o'fallon did n't have an original bone in his body,0,negative
"an appalling ` ace ventura ' rip-off that somehow manages to bring together kevin pollak, former wrestler chyna and dolly parton.",0,negative
there has been a string of ensemble cast romances recently ... but peter mattei's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note.,1,positive
"a delightful little film that revels in its own simplicity, mostly martha will leave you with a smile on your face and a grumble in your stomach.",1,positive
this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john,0,negative
"murphy do the genial-rogue shtick to death, but because the plot is equally hackneyed",0,negative
more and more frustrated and detached as vincent became more and more abhorrent,0,negative
adams just copies from various sources,0,negative
up out of john c. walsh's pipe dream,0,negative
the biggest husband-and-wife disaster since john,0,negative
to make a film in which someone has to be hired to portray richard dawson,0,negative
"let crocodile hunter steve irwin do what he does best,",1,positive
"the chance it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad",1,positive
"quickly losing its focus, point and purpose in a mess of mixed messages, over-blown drama and bruce willis with a scar",0,negative
"far more successful, if considerably less ambitious, than last year's kubrick-meets-spielberg exercise.",1,positive
"mixed messages, over-blown drama and bruce willis",0,negative
have been right at home as a nifty plot line in steven soderbergh's traffic fails to arrive at any satisfying destination,0,negative
that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off,0,negative
"to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad",1,positive
"there's not a single jump-in-your-seat moment and believe it or not, jason actually takes a backseat in his own film to special effects.",0,negative
", nicholas nickleby is too much like a fragment of an underdone potato.",0,negative
that reminds at every turn of elizabeth berkley's flopping dolphin-gasm,0,negative
"woo has as much right to make a huge action sequence as any director, but how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg got it right the first time?",0,negative
the charm of kevin kline and a story that puts old-fashioned values under the microscope,1,positive
